Paper Title,Temperature,Temperature Unit,Pressure,Pressure Unit,CaCl2 Concentration,NaCl Concentration,KCl Concentration,MgCl2 Concentration,Concentration Unit,CO2 Solubility,Solubility Unit
Tong - 2013,309.58,kelvin,4.24,MPa,0,0,0,1,mol/kg,0.0108,molefraction
Tong - 2013,309.81,kelvin,7.74,MPa,0,0,0,1,mol/kg,0.0175,molefraction
Tong - 2013,343.9,kelvin,2.04,MPa,0,0,0,1,mol/kg,0.0034,molefraction
Tong - 2013,344.2,kelvin,7.62,MPa,0,0,0,1,mol/kg,0.001,molefraction
Tong - 2013,344.93,kelvin,30.58,MPa,0,0,0,1,mol/kg,0.0153,molefraction
Tong - 2013,374.24,kelvin,2.64,MPa,0,0,0,1,mol/kg,0.0029,molefraction
Tong - 2013,374.22,kelvin,10.25,MPa,0,0,0,1,mol/kg,0.01,molefraction
Tong - 2013,374.91,kelvin,34.93,MPa,0,0,0,1,mol/kg,0.0161,molefraction
Tong - 2013,424.03,kelvin,3.95,MPa,0,0,0,1,mol/kg,0.0035,molefraction
Tong - 2013,423.95,kelvin,12.63,MPa,0,0,0,1,mol/kg,0.0098,molefraction
Tong - 2013,424.63,kelvin,19.74,MPa,0,0,0,1,mol/kg,0.0131,molefraction
Tong - 2013,424.63,kelvin,28.37,MPa,0,0,0,1,mol/kg,0.0161,molefraction
Tong - 2013,310,kelvin,2.84,MPa,0,0,0,3,mol/kg,0.0036,molefraction
Tong - 2013,309.91,kelvin,6,MPa,0,0,0,3,mol/kg,0.0065,molefraction
Tong - 2013,309.91,kelvin,11.2,MPa,0,0,0,3,mol/kg,0.0079,molefraction
Tong - 2013,309.91,kelvin,20.72,MPa,0,0,0,3,mol/kg,0.0092,molefraction
Tong - 2013,345.06,kelvin,4.05,MPa,0,0,0,3,mol/kg,0.0032,molefraction
Tong - 2013,344.98,kelvin,13.12,MPa,0,0,0,3,mol/kg,0.0068,molefraction
Tong - 2013,345.01,kelvin,31.25,MPa,0,0,0,3,mol/kg,0.008,molefraction
Tong - 2013,374.84,kelvin,4.95,MPa,0,0,0,3,mol/kg,0.0033,molefraction
Tong - 2013,374.9,kelvin,15.16,MPa,0,0,0,3,mol/kg,0.0064,molefraction
Tong - 2013,374.83,kelvin,26.29,MPa,0,0,0,3,mol/kg,0.008,molefraction
Tong - 2013,424.6,kelvin,7.6,MPa,0,0,0,3,mol/kg,0.0033,molefraction
Tong - 2013,424.65,kelvin,19.2,MPa,0,0,0,3,mol/kg,0.0063,molefraction
Tong - 2013,424.68,kelvin,31.71,MPa,0,0,0,3,mol/kg,0.0079,molefraction
Tong - 2013,309.68,kelvin,3.5,MPa,0,0,0,5,mol/kg,0.0027,molefraction
Tong - 2013,309.74,kelvin,9,MPa,0,0,0,5,mol/kg,0.0049,molefraction
Tong - 2013,309.52,kelvin,31.02,MPa,0,0,0,5,mol/kg,0.0056,molefraction
Tong - 2013,344.68,kelvin,5.8,MPa,0,0,0,5,mol/kg,0.0028,molefraction
Tong - 2013,344.68,kelvin,6,MPa,0,0,0,5,mol/kg,0.0028,molefraction
Tong - 2013,344.68,kelvin,13.09,MPa,0,0,0,5,mol/kg,0.0037,molefraction
Tong - 2013,344.68,kelvin,31.2,MPa,0,0,0,5,mol/kg,0.0047,molefraction
Tong - 2013,374.72,kelvin,7.55,MPa,0,0,0,5,mol/kg,0.0026,molefraction
Tong - 2013,374.68,kelvin,15.6,MPa,0,0,0,5,mol/kg,0.0038,molefraction
Tong - 2013,375.02,kelvin,20.58,MPa,0,0,0,5,mol/kg,0.0041,molefraction
Tong - 2013,424.39,kelvin,4.7,MPa,0,0,0,5,mol/kg,0.0013,molefraction
Tong - 2013,424.33,kelvin,10.34,MPa,0,0,0,5,mol/kg,0.0023,molefraction
Tong - 2013,424.49,kelvin,16.18,MPa,0,0,0,5,mol/kg,0.0035,molefraction
Liu - 2011,35,celsius,2.06,MPa,1.667,1.667,1.667,0,wt%,1.84,wt%
Liu - 2011,35,celsius,3.79,MPa,1.667,1.667,1.667,0,wt%,2.91,wt%
Liu - 2011,35,celsius,6.07,MPa,1.667,1.667,1.667,0,wt%,3.93,wt%
Liu - 2011,35,celsius,8.05,MPa,1.667,1.667,1.667,0,wt%,4.46,wt%
Liu - 2011,35,celsius,10.06,MPa,1.667,1.667,1.667,0,wt%,4.61,wt%
Liu - 2011,35,celsius,12.06,MPa,1.667,1.667,1.667,0,wt%,4.66,wt%
Liu - 2011,35,celsius,14.07,MPa,1.667,1.667,1.667,0,wt%,4.76,wt%
Liu - 2011,35,celsius,15.84,MPa,1.667,1.667,1.667,0,wt%,4.78,wt%
Liu - 2011,35,celsius,2.37,MPa,3.334,3.334,3.334,0,wt%,1.7,wt%
Liu - 2011,35,celsius,4.35,MPa,3.334,3.334,3.334,0,wt%,2.64,wt%
Liu - 2011,35,celsius,6.38,MPa,3.334,3.334,3.334,0,wt%,3.35,wt%
Liu - 2011,35,celsius,8.38,MPa,3.334,3.334,3.334,0,wt%,3.7,wt%
Liu - 2011,35,celsius,1.15,MPa,3.334,3.334,3.334,0,wt%,3.86,wt%
Liu - 2011,35,celsius,11.37,MPa,3.334,3.334,3.334,0,wt%,3.87,wt%
Liu - 2011,35,celsius,13.3,MPa,3.334,3.334,3.334,0,wt%,3.97,wt%
Liu - 2011,35,celsius,15.68,MPa,3.334,3.334,3.334,0,wt%,4,wt%
Liu - 2011,35,celsius,1.34,MPa,4.7667,4.7667,4.7667,0,wt%,0.9,wt%
Liu - 2011,35,celsius,2.08,MPa,4.7667,4.7667,4.7667,0,wt%,1.27,wt%
Liu - 2011,35,celsius,3,MPa,4.7667,4.7667,4.7667,0,wt%,1.69,wt%
Liu - 2011,35,celsius,4.07,MPa,4.7667,4.7667,4.7667,0,wt%,2.13,wt%
Liu - 2011,35,celsius,5.08,MPa,4.7667,4.7667,4.7667,0,wt%,2.43,wt%
Liu - 2011,35,celsius,6.04,MPa,4.7667,4.7667,4.7667,0,wt%,2.74,wt%
Liu - 2011,35,celsius,7.03,MPa,4.7667,4.7667,4.7667,0,wt%,2.97,wt%
Liu - 2011,35,celsius,9.06,MPa,4.7667,4.7667,4.7667,0,wt%,3.13,wt%
Liu - 2011,35,celsius,11.07,MPa,4.7667,4.7667,4.7667,0,wt%,3.21,wt%
Liu - 2011,35,celsius,13.6,MPa,4.7667,4.7667,4.7667,0,wt%,3.29,wt%
Liu - 2011,35,celsius,15.56,MPa,4.7667,4.7667,4.7667,0,wt%,3.35,wt%
Liu - 2011,45,celsius,2.08,MPa,1.667,1.667,1.667,0,wt%,1.55,wt%
Liu - 2011,45,celsius,4.08,MPa,1.667,1.667,1.667,0,wt%,2.6,wt%
Liu - 2011,45,celsius,6.1,MPa,1.667,1.667,1.667,0,wt%,3.43,wt%
Liu - 2011,45,celsius,8.08,MPa,1.667,1.667,1.667,0,wt%,3.97,wt%
Liu - 2011,45,celsius,10.08,MPa,1.667,1.667,1.667,0,wt%,4.24,wt%
Liu - 2011,45,celsius,12.06,MPa,1.667,1.667,1.667,0,wt%,4.35,wt%
Liu - 2011,45,celsius,14.06,MPa,1.667,1.667,1.667,0,wt%,4.46,wt%
Liu - 2011,45,celsius,15.84,MPa,1.667,1.667,1.667,0,wt%,4.53,wt%
Liu - 2011,45,celsius,2.58,MPa,3.334,3.334,3.334,0,wt%,1.54,wt%
Liu - 2011,45,celsius,4.54,MPa,3.334,3.334,3.334,0,wt%,2.33,wt%
Liu - 2011,45,celsius,6.55,MPa,3.334,3.334,3.334,0,wt%,2.99,wt%
Liu - 2011,45,celsius,8.59,MPa,3.334,3.334,3.334,0,wt%,3.37,wt%
Liu - 2011,45,celsius,10.25,MPa,3.334,3.334,3.334,0,wt%,3.52,wt%
Liu - 2011,45,celsius,11.71,MPa,3.334,3.334,3.334,0,wt%,3.63,wt%
Liu - 2011,45,celsius,13.61,MPa,3.334,3.334,3.334,0,wt%,3.69,wt%
Liu - 2011,45,celsius,15.57,MPa,3.334,3.334,3.334,0,wt%,3.73,wt%
Liu - 2011,45,celsius,2.07,MPa,4.7667,4.7667,4.7667,0,wt%,1.06,wt%
Liu - 2011,45,celsius,4.06,MPa,4.7667,4.7667,4.7667,0,wt%,1.81,wt%
Liu - 2011,45,celsius,6.07,MPa,4.7667,4.7667,4.7667,0,wt%,2.37,wt%
Liu - 2011,45,celsius,8.08,MPa,4.7667,4.7667,4.7667,0,wt%,2.67,wt%
Liu - 2011,45,celsius,10.07,MPa,4.7667,4.7667,4.7667,0,wt%,2.94,wt%
Liu - 2011,45,celsius,13.04,MPa,4.7667,4.7667,4.7667,0,wt%,3.08,wt%
Liu - 2011,45,celsius,14.02,MPa,4.7667,4.7667,4.7667,0,wt%,3.12,wt%
Liu - 2011,45,celsius,15.46,MPa,4.7667,4.7667,4.7667,0,wt%,3.18,wt%
Liu - 2011,55,celsius,2.08,MPa,1.667,1.667,1.667,0,wt%,1.24,wt%
Liu - 2011,55,celsius,4.09,MPa,1.667,1.667,1.667,0,wt%,2.25,wt%
Liu - 2011,55,celsius,6.09,MPa,1.667,1.667,1.667,0,wt%,3.03,wt%
Liu - 2011,55,celsius,8.05,MPa,1.667,1.667,1.667,0,wt%,3.52,wt%
Liu - 2011,55,celsius,10.09,MPa,1.667,1.667,1.667,0,wt%,3.88,wt%
Liu - 2011,55,celsius,12.06,MPa,1.667,1.667,1.667,0,wt%,4.12,wt%
Liu - 2011,55,celsius,14.08,MPa,1.667,1.667,1.667,0,wt%,4.22,wt%
Liu - 2011,55,celsius,15.85,MPa,1.667,1.667,1.667,0,wt%,4.27,wt%
Liu - 2011,55,celsius,2.35,MPa,3.334,3.334,3.334,0,wt%,1.22,wt%
Liu - 2011,55,celsius,4.41,MPa,3.334,3.334,3.334,0,wt%,2.01,wt%
Liu - 2011,55,celsius,6.43,MPa,3.334,3.334,3.334,0,wt%,2.58,wt%
Liu - 2011,55,celsius,8.42,MPa,3.334,3.334,3.334,0,wt%,3.01,wt%
Liu - 2011,55,celsius,10.41,MPa,3.334,3.334,3.334,0,wt%,3.29,wt%
Liu - 2011,55,celsius,11.85,MPa,3.334,3.334,3.334,0,wt%,3.36,wt%
Liu - 2011,55,celsius,13.6,MPa,3.334,3.334,3.334,0,wt%,3.5,wt%
Liu - 2011,55,celsius,15.6,MPa,3.334,3.334,3.334,0,wt%,3.58,wt%
Liu - 2011,55,celsius,2.06,MPa,4.7667,4.7667,4.7667,0,wt%,0.92,wt%
Liu - 2011,55,celsius,3.59,MPa,4.7667,4.7667,4.7667,0,wt%,1.42,wt%
Liu - 2011,55,celsius,5.6,MPa,4.7667,4.7667,4.7667,0,wt%,1.98,wt%
Liu - 2011,55,celsius,7.3,MPa,4.7667,4.7667,4.7667,0,wt%,2.28,wt%
Liu - 2011,55,celsius,9.56,MPa,4.7667,4.7667,4.7667,0,wt%,2.69,wt%
Liu - 2011,55,celsius,11.55,MPa,4.7667,4.7667,4.7667,0,wt%,2.84,wt%
Liu - 2011,55,celsius,13.67,MPa,4.7667,4.7667,4.7667,0,wt%,2.93,wt%
Liu - 2011,55,celsius,15.64,MPa,4.7667,4.7667,4.7667,0,wt%,2.98,wt%
Liu - 2011,45,celsius,2.09,MPa,10,0,0,0,wt%,1.26,wt%
Liu - 2011,45,celsius,4.08,MPa,10,0,0,0,wt%,2.11,wt%
Liu - 2011,45,celsius,6.07,MPa,10,0,0,0,wt%,2.74,wt%
Liu - 2011,45,celsius,8.08,MPa,10,0,0,0,wt%,3.14,wt%
Liu - 2011,45,celsius,10.09,MPa,10,0,0,0,wt%,3.38,wt%
Liu - 2011,45,celsius,12.08,MPa,10,0,0,0,wt%,3.47,wt%
Liu - 2011,45,celsius,14.02,MPa,10,0,0,0,wt%,3.53,wt%
Liu - 2011,45,celsius,15.86,MPa,10,0,0,0,wt%,3.6,wt%
Liu - 2011,45,celsius,2.46,MPa,5,5,0,0,wt%,1.44,wt%
Liu - 2011,45,celsius,4.58,MPa,5,5,0,0,wt%,2.25,wt%
Liu - 2011,45,celsius,6.58,MPa,5,5,0,0,wt%,2.85,wt%
Liu - 2011,45,celsius,8.58,MPa,5,5,0,0,wt%,3.19,wt%
Liu - 2011,45,celsius,10.56,MPa,5,5,0,0,wt%,3.37,wt%
Liu - 2011,45,celsius,12.43,MPa,5,5,0,0,wt%,3.44,wt%
Liu - 2011,45,celsius,14.45,MPa,5,5,0,0,wt%,3.49,wt%
Liu - 2011,45,celsius,16.02,MPa,5,5,0,0,wt%,3.58,wt%
Liu - 2011,45,celsius,2.09,MPa,5,0,5,0,wt%,1.36,wt%
Liu - 2011,45,celsius,4.08,MPa,5,0,5,0,wt%,2.3,wt%
Liu - 2011,45,celsius,6.09,MPa,5,0,5,0,wt%,3.02,wt%
Liu - 2011,45,celsius,8.09,MPa,5,0,5,0,wt%,3.41,wt%
Liu - 2011,45,celsius,10.09,MPa,5,0,5,0,wt%,3.68,wt%
Liu - 2011,45,celsius,12.08,MPa,5,0,5,0,wt%,3.77,wt%
Liu - 2011,45,celsius,14.08,MPa,5,0,5,0,wt%,3.88,wt%
Liu - 2011,45,celsius,15.87,MPa,5,0,5,0,wt%,3.93,wt%
Prutton - 1945,121,celsius,703,atm,10.1,0,0,0,wt%,0.0193,molefraction
Prutton - 1945,121,celsius,621,atm,10.1,0,0,0,wt%,0.0181,molefraction
Prutton - 1945,121,celsius,585,atm,10.1,0,0,0,wt%,0.0184,molefraction
Prutton - 1945,121,celsius,460,atm,10.1,0,0,0,wt%,0.0167,molefraction
Prutton - 1945,121,celsius,437,atm,10.1,0,0,0,wt%,0.0168,molefraction
Prutton - 1945,121,celsius,300,atm,10.1,0,0,0,wt%,0.0148,molefraction
Prutton - 1945,121,celsius,297,atm,10.1,0,0,0,wt%,0.0148,molefraction
Prutton - 1945,121,celsius,153,atm,10.1,0,0,0,wt%,0.0111,molefraction
Prutton - 1945,121,celsius,149,atm,10.1,0,0,0,wt%,0.0113,molefraction
Prutton - 1945,121,celsius,77,atm,10.1,0,0,0,wt%,0.0069,molefraction
Prutton - 1945,121,celsius,76,atm,10.1,0,0,0,wt%,0.0061,molefraction
Prutton - 1945,121,celsius,21,atm,10.1,0,0,0,wt%,0.0027,molefraction
Prutton - 1945,121,celsius,21,atm,10.1,0,0,0,wt%,0.0027,molefraction
Prutton - 1945,76,celsius,625,atm,30.2,0,0,0,wt%,0.0069,molefraction
Prutton - 1945,76,celsius,554,atm,30.2,0,0,0,wt%,0.007,molefraction
Prutton - 1945,76,celsius,525,atm,30.2,0,0,0,wt%,0.007,molefraction
Prutton - 1945,76,celsius,455,atm,30.2,0,0,0,wt%,0.0066,molefraction
Prutton - 1945,76,celsius,431,atm,30.2,0,0,0,wt%,0.0067,molefraction
Prutton - 1945,76,celsius,319,atm,30.2,0,0,0,wt%,0.0061,molefraction
Prutton - 1945,76,celsius,314,atm,30.2,0,0,0,wt%,0.006,molefraction
Prutton - 1945,76,celsius,163,atm,30.2,0,0,0,wt%,0.0051,molefraction
Prutton - 1945,76,celsius,161,atm,30.2,0,0,0,wt%,0.0052,molefraction
Prutton - 1945,76,celsius,74,atm,30.2,0,0,0,wt%,0.0037,molefraction
Prutton - 1945,76,celsius,73,atm,30.2,0,0,0,wt%,0.0036,molefraction
Prutton - 1945,76,celsius,15,atm,30.2,0,0,0,wt%,0.0009,molefraction
Prutton - 1945,76,celsius,15,atm,30.2,0,0,0,wt%,0.0009,molefraction
Prutton - 1945,76,celsius,600,atm,20.2,0,0,0,wt%,0.0118,molefraction
Prutton - 1945,76,celsius,572,atm,20.2,0,0,0,wt%,0.0117,molefraction
Prutton - 1945,76,celsius,460,atm,20.2,0,0,0,wt%,0.0108,molefraction
Prutton - 1945,76,celsius,454,atm,20.2,0,0,0,wt%,0.0107,molefraction
Prutton - 1945,76,celsius,290,atm,20.2,0,0,0,wt%,0.0098,molefraction
Prutton - 1945,76,celsius,282,atm,20.2,0,0,0,wt%,0.0097,molefraction
Prutton - 1945,76,celsius,166,atm,20.2,0,0,0,wt%,0.0086,molefraction
Prutton - 1945,76,celsius,165,atm,20.2,0,0,0,wt%,0.0088,molefraction
Prutton - 1945,76,celsius,73,atm,20.2,0,0,0,wt%,0.006,molefraction
Prutton - 1945,76,celsius,73,atm,20.2,0,0,0,wt%,0.0058,molefraction
Prutton - 1945,76,celsius,23,atm,20.2,0,0,0,wt%,0.0022,molefraction
Prutton - 1945,76,celsius,22,atm,20.2,0,0,0,wt%,0.0022,molefraction
Prutton - 1945,101,celsius,630,atm,30.2,0,0,0,wt%,0.0071,molefraction
Prutton - 1945,101,celsius,525,atm,30.2,0,0,0,wt%,0.007,molefraction
Prutton - 1945,101,celsius,402,atm,30.2,0,0,0,wt%,0.0063,molefraction
Prutton - 1945,101,celsius,389,atm,30.2,0,0,0,wt%,0.0064,molefraction
Prutton - 1945,101,celsius,388,atm,30.2,0,0,0,wt%,0.0064,molefraction
Prutton - 1945,101,celsius,261,atm,30.2,0,0,0,wt%,0.0058,molefraction
Prutton - 1945,101,celsius,238,atm,30.2,0,0,0,wt%,0.0052,molefraction
Prutton - 1945,101,celsius,234,atm,30.2,0,0,0,wt%,0.0054,molefraction
Prutton - 1945,101,celsius,154,atm,30.2,0,0,0,wt%,0.0049,molefraction
Prutton - 1945,101,celsius,151,atm,30.2,0,0,0,wt%,0.0047,molefraction
Prutton - 1945,101,celsius,76,atm,30.2,0,0,0,wt%,0.0033,molefraction
Prutton - 1945,101,celsius,74,atm,30.2,0,0,0,wt%,0.0031,molefraction
Prutton - 1945,75.5,celsius,620,atm,10.1,0,0,0,wt%,0.0192,molefraction
Prutton - 1945,75.5,celsius,585,atm,10.1,0,0,0,wt%,0.0184,molefraction
Prutton - 1945,75.5,celsius,446,atm,10.1,0,0,0,wt%,0.0168,molefraction
Prutton - 1945,75.5,celsius,426,atm,10.1,0,0,0,wt%,0.017,molefraction
Prutton - 1945,75.5,celsius,328,atm,10.1,0,0,0,wt%,0.0158,molefraction
Prutton - 1945,75.5,celsius,310,atm,10.1,0,0,0,wt%,0.0154,molefraction
Prutton - 1945,75.5,celsius,163,atm,10.1,0,0,0,wt%,0.0133,molefraction
Prutton - 1945,75.5,celsius,162,atm,10.1,0,0,0,wt%,0.0133,molefraction
Prutton - 1945,75.5,celsius,63,atm,10.1,0,0,0,wt%,0.0083,molefraction
Prutton - 1945,75.5,celsius,62,atm,10.1,0,0,0,wt%,0.0081,molefraction
Prutton - 1945,75.5,celsius,16,atm,10.1,0,0,0,wt%,0.0027,molefraction
Prutton - 1945,75.5,celsius,16,atm,10.1,0,0,0,wt%,0.0026,molefraction
Prutton - 1945,101,celsius,648,atm,20.2,0,0,0,wt%,0.0123,molefraction
Prutton - 1945,101,celsius,574,atm,20.2,0,0,0,wt%,0.0118,molefraction
Prutton - 1945,101,celsius,566,atm,20.2,0,0,0,wt%,0.0116,molefraction
Prutton - 1945,101,celsius,292,atm,20.2,0,0,0,wt%,0.0099,molefraction
Prutton - 1945,101,celsius,290,atm,20.2,0,0,0,wt%,0.0097,molefraction
Prutton - 1945,101,celsius,170,atm,20.2,0,0,0,wt%,0.0083,molefraction
Prutton - 1945,101,celsius,169,atm,20.2,0,0,0,wt%,0.0084,molefraction
Prutton - 1945,101,celsius,142,atm,20.2,0,0,0,wt%,0.0074,molefraction
Prutton - 1945,101,celsius,142,atm,20.2,0,0,0,wt%,0.0074,molefraction
Prutton - 1945,101,celsius,91,atm,20.2,0,0,0,wt%,0.0058,molefraction
Prutton - 1945,101,celsius,88,atm,20.2,0,0,0,wt%,0.0059,molefraction
Prutton - 1945,101,celsius,23,atm,20.2,0,0,0,wt%,0.0018,molefraction
Prutton - 1945,101,celsius,23,atm,20.2,0,0,0,wt%,0.0017,molefraction
Prutton - 1945,121,celsius,665,atm,30.2,0,0,0,wt%,0.0074,molefraction
Prutton - 1945,121,celsius,510,atm,30.2,0,0,0,wt%,0.0069,molefraction
Prutton - 1945,121,celsius,494,atm,30.2,0,0,0,wt%,0.0065,molefraction
Prutton - 1945,121,celsius,468,atm,30.2,0,0,0,wt%,0.0061,molefraction
Prutton - 1945,121,celsius,450,atm,30.2,0,0,0,wt%,0.0063,molefraction
Prutton - 1945,121,celsius,302,atm,30.2,0,0,0,wt%,0.0058,molefraction
Prutton - 1945,121,celsius,296,atm,30.2,0,0,0,wt%,0.0058,molefraction
Prutton - 1945,121,celsius,150,atm,30.2,0,0,0,wt%,0.0045,molefraction
Prutton - 1945,121,celsius,148,atm,30.2,0,0,0,wt%,0.0045,molefraction
Prutton - 1945,121,celsius,85,atm,30.2,0,0,0,wt%,0.0031,molefraction
Prutton - 1945,121,celsius,83,atm,30.2,0,0,0,wt%,0.0031,molefraction
Prutton - 1945,101,celsius,618,atm,10.1,0,0,0,wt%,0.0186,molefraction
Prutton - 1945,101,celsius,575,atm,10.1,0,0,0,wt%,0.0185,molefraction
Prutton - 1945,101,celsius,500,atm,10.1,0,0,0,wt%,0.0174,molefraction
Prutton - 1945,101,celsius,394,atm,10.1,0,0,0,wt%,0.0168,molefraction
Prutton - 1945,101,celsius,380,atm,10.1,0,0,0,wt%,0.0165,molefraction
Prutton - 1945,101,celsius,352,atm,10.1,0,0,0,wt%,0.0159,molefraction
Prutton - 1945,101,celsius,348,atm,10.1,0,0,0,wt%,0.0162,molefraction
Prutton - 1945,101,celsius,286,atm,10.1,0,0,0,wt%,0.0152,molefraction
Prutton - 1945,101,celsius,286,atm,10.1,0,0,0,wt%,0.0147,molefraction
Prutton - 1945,101,celsius,213,atm,10.1,0,0,0,wt%,0.014,molefraction
Prutton - 1945,101,celsius,213,atm,10.1,0,0,0,wt%,0.0135,molefraction
Prutton - 1945,101,celsius,120,atm,10.1,0,0,0,wt%,0.0113,molefraction
Prutton - 1945,101,celsius,120,atm,10.1,0,0,0,wt%,0.0112,molefraction
Prutton - 1945,101,celsius,56,atm,10.1,0,0,0,wt%,0.0081,molefraction
Prutton - 1945,101,celsius,17,atm,10.1,0,0,0,wt%,0.0022,molefraction
Prutton - 1945,101,celsius,17,atm,10.1,0,0,0,wt%,0.0021,molefraction
Prutton - 1945,121,celsius,659,atm,20.2,0,0,0,wt%,0.0115,molefraction
Prutton - 1945,121,celsius,636,atm,20.2,0,0,0,wt%,0.0115,molefraction
Prutton - 1945,121,celsius,602,atm,20.2,0,0,0,wt%,0.0117,molefraction
Prutton - 1945,121,celsius,506,atm,20.2,0,0,0,wt%,0.0113,molefraction
Prutton - 1945,121,celsius,491,atm,20.2,0,0,0,wt%,0.011,molefraction
Prutton - 1945,121,celsius,464,atm,20.2,0,0,0,wt%,0.011,molefraction
Prutton - 1945,121,celsius,282,atm,20.2,0,0,0,wt%,0.0094,molefraction
Prutton - 1945,121,celsius,280,atm,20.2,0,0,0,wt%,0.0094,molefraction
Prutton - 1945,121,celsius,150,atm,20.2,0,0,0,wt%,0.0073,molefraction
Prutton - 1945,121,celsius,150,atm,20.2,0,0,0,wt%,0.0073,molefraction
Prutton - 1945,121,celsius,63,atm,20.2,0,0,0,wt%,0.0039,molefraction
Prutton - 1945,121,celsius,63,atm,20.2,0,0,0,wt%,0.0039,molefraction
Prutton - 1945,121,celsius,25,atm,20.2,0,0,0,wt%,0.0019,molefraction
Prutton - 1945,121,celsius,25,atm,20.2,0,0,0,wt%,0.0017,molefraction
Prutton - 1945,120,celsius,874,atm,10.1,0,0,0,wt%,0.0212,molefraction
Prutton - 1945,120,celsius,830,atm,10.1,0,0,0,wt%,0.022,molefraction
Prutton - 1945,120,celsius,655,atm,10.1,0,0,0,wt%,0.0198,molefraction
Prutton - 1945,120,celsius,643,atm,10.1,0,0,0,wt%,0.0195,molefraction
Prutton - 1945,120,celsius,492,atm,10.1,0,0,0,wt%,0.0184,molefraction
Prutton - 1945,120,celsius,480,atm,10.1,0,0,0,wt%,0.0179,molefraction
Prutton - 1945,120,celsius,318,atm,10.1,0,0,0,wt%,0.0159,molefraction
Prutton - 1945,120,celsius,309,atm,10.1,0,0,0,wt%,0.0153,molefraction
Prutton - 1945,120,celsius,156,atm,10.1,0,0,0,wt%,0.0124,molefraction
Prutton - 1945,120,celsius,156,atm,10.1,0,0,0,wt%,0.0116,molefraction
Prutton - 1945,120,celsius,74,atm,10.1,0,0,0,wt%,0.0082,molefraction
Prutton - 1945,120,celsius,73,atm,10.1,0,0,0,wt%,0.0071,molefraction
Prutton - 1945,120,celsius,28,atm,10.1,0,0,0,wt%,0.003,molefraction
Prutton - 1945,120,celsius,28,atm,10.1,0,0,0,wt%,0.003,molefraction
